,p1_111_2,p1_111_longitudinal_non_integral_-0.5,p1_111_longitudinal_non_integral_0.5_2,p1_131,p1_131_longitudinal_non_integral_-0.5,p1_131_longitudinal_non_integral_0.5,p3_111,p3_111_longitudinal_non_integral_-0.5,p3_111_longitudinal_non_integral_0.5,p3_131,p3_131_longitudinal_non_integral_-0.5,p3_131_longitudinal_non_integral_0.5,p4_111_2,p4_111_longitudinal_non_integral_-0.5,p4_111_longitudinal_non_integral_0.5,p4_131,p4_131_longitudinal_non_integral_-0.5,p4_131_longitudinal_non_integral_0.5,p7_111,p7_111_longitudinal_non_integral_-0.5,p7_111_longitudinal_non_integral_0.5,p7_131,p7_131_longitudinal_non_integral_-0.5,p7_131_longitudinal_non_integral_0.5,p8_111_2,p8_111_longitudinal_non_integral_-0.5,p8_111_longitudinal_non_integral_0.5,p8_131,p8_131_longitudinal_non_integral_-0.5,p8_131_longitudinal_non_integral_0.5,avg
"Baseline 1: no pre-training, no meta training",0.5814977973568282,0.5191256830601093,0.6244131455399061,0.5828877005347594,0.6453488372093024,0.576530612244898,0.41509433962264153,0.42857142857142855,0.5984555984555985,0.5491071428571429,0.44664031620553357,0.32142857142857145,0.5232558139534884,0.7096774193548387,0.54,0.5159574468085106,0.572972972972973,0.5170068027210885,0.7272727272727273,0.7228260869565217,0.6580310880829016,0.7103825136612022,0.7393939393939394,0.6549707602339181,0.6172248803827751,0.5833333333333334,0.5137614678899083,0.5967741935483871,0.5396825396825397,0.5989304812834224,0.57768518802064
Baseline 2: pre-trained model,0.6035242290748899,0.5136612021857924,0.6197183098591549,0.4919786096256685,0.7034883720930233,0.6326530612244898,0.6635220125786163,0.577259475218659,0.6216216216216216,0.6428571428571429,0.6837944664031621,0.5833333333333334,0.563953488372093,0.7161290322580646,0.7133333333333334,0.5904255319148937,0.6810810810810811,0.6394557823129252,0.7636363636363637,0.8695652173913043,0.7927461139896373,0.8524590163934426,0.7393939393939394,0.8888888888888888,0.6842105263157895,0.8177083333333334,0.7339449541284404,0.7956989247311828,0.6137566137566137,0.6203208556149733,0.6804706610973952
M-EMG,0.5903083700440529,0.4972677595628415,0.6713615023474179,0.5080213903743316,0.47674418604651164,0.5816326530612245,0.6383647798742138,0.46355685131195334,0.5752895752895753,0.6517857142857143,0.6956521739130435,0.5595238095238095,0.6395348837209303,0.7354838709677419,0.66,0.6702127659574468,0.6594594594594595,0.5510204081632653,0.6545454545454545,0.75,0.7409326424870466,0.7868852459016393,0.7454545454545455,0.8421052631578947,0.8277511961722488,0.7447916666666666,0.7385321100917431,0.7365591397849462,0.3386243386243386,0.6470588235294118,0.6459486860106491
