,p1_112,p1_122,p1_132,p1_142,p3_112,p3_122,p3_132,p3_142,p4_112,p4_122,p4_132,p4_142,p7_112,p7_122,p7_132,p7_142,p8_112,p8_122,p8_132,p8_142,avg
"Baseline 1: no pre-training, no meta training",0.6298815822625347,0.5179961089494164,0.5209908735332465,0.5496894409937888,0.5735648818137964,0.5877126174155877,0.6275178184071893,0.6350076103500761,0.44642126789366054,0.5192132580586414,0.5020948180815876,0.48513920240782543,0.5753459119496855,0.5618783252371039,0.5158883669521968,0.5633208255159474,0.6833130328867235,0.5338781966780912,0.48948325110360946,0.4771957258274694,0.549776655815909
Baseline 2: pre-trained model,0.7714789619551524,0.4071011673151751,0.6422425032594524,0.5733397037744864,0.6890979257115292,0.7542523483117543,0.7784319801673381,0.7774733637747336,0.6683026584867076,0.6860316882170825,0.7113561190738699,0.5805116629044395,0.810062893081761,0.7108489474901689,0.7756286266924565,0.7307692307692307,0.756394640682095,0.7946216715001319,0.6286678784731239,0.6296585874381027,0.6938136279539395
M-EMG,0.7535903250188964,0.5179961089494164,0.6044328552803129,0.5757286192068801,0.6951278340569224,0.7103325717187103,0.7647970251007128,0.7342465753424657,0.7605316973415133,0.6255691130941541,0.6923925027563396,0.4928517682468021,0.8047798742138365,0.7069164931760351,0.9287095882840564,0.8144934333958724,0.6839220462850183,0.7039282889533351,0.7647364320955596,0.617670054730258,0.6976376603623549
