,p1_111_2,p1_111_longitudinal_non_integral_-0.5,p1_111_longitudinal_non_integral_0.5_2,p1_131,p1_131_longitudinal_non_integral_-0.5,p1_131_longitudinal_non_integral_0.5,p3_111,p3_111_longitudinal_non_integral_0.5,p3_131,p3_131_longitudinal_non_integral_-0.5,p3_131_longitudinal_non_integral_0.5,p4_111_2,p4_111_longitudinal_non_integral_-0.5,p4_111_longitudinal_non_integral_0.5,p4_131,p4_131_longitudinal_non_integral_-0.5,p4_131_longitudinal_non_integral_0.5,p7_111,p7_111_longitudinal_non_integral_-0.5,p7_111_longitudinal_non_integral_0.5,p7_131,p7_131_longitudinal_non_integral_-0.5,p7_131_longitudinal_non_integral_0.5,p8_111_2,p8_111_longitudinal_non_integral_-0.5,p8_111_longitudinal_non_integral_0.5,p8_131,p8_131_longitudinal_non_integral_-0.5,p8_131_longitudinal_non_integral_0.5,avg
Baseline 1: pre-trained model,0.5222222222222223,0.44846796657381616,0.5049751243781094,0.45549738219895286,0.4647058823529412,0.5149051490514905,0.11239193083573487,0.2391713747645951,0.36470588235294116,0.27915869980879543,0.4692622950819672,0.2897196261682243,0.5261437908496732,0.2653061224489796,0.30727762803234504,0.3967391304347826,0.27241379310344827,0.5696969696969697,0.526595744680851,0.5378151260504201,0.5111111111111111,0.503125,0.47714285714285715,0.6943699731903485,0.285,0.4679334916864608,0.2777777777777778,0.48021108179419525,0.4319371727748691,0.42054414850223726
