,p1_111_2,p1_111_longitudinal_non_integral_-0.5,p1_111_longitudinal_non_integral_0.5_2,p1_131,p1_131_longitudinal_non_integral_-0.5,p1_131_longitudinal_non_integral_0.5,p3_111,p3_111_longitudinal_non_integral_0.5,p3_131,p3_131_longitudinal_non_integral_-0.5,p3_131_longitudinal_non_integral_0.5,p4_111_2,p4_111_longitudinal_non_integral_-0.5,p4_111_longitudinal_non_integral_0.5,p4_131,p4_131_longitudinal_non_integral_-0.5,p4_131_longitudinal_non_integral_0.5,p7_111,p7_111_longitudinal_non_integral_-0.5,p7_111_longitudinal_non_integral_0.5,p7_131,p7_131_longitudinal_non_integral_-0.5,p7_131_longitudinal_non_integral_0.5,p8_111_2,p8_111_longitudinal_non_integral_-0.5,p8_111_longitudinal_non_integral_0.5,p8_131,p8_131_longitudinal_non_integral_-0.5,p8_131_longitudinal_non_integral_0.5,avg
Baseline 1: pre-trained model,0.7311778290993072,0.7247733255337818,0.7428571428571429,0.6964628461749383,0.6348419094854308,0.6706450696220517,0.7158687943262412,0.476449980537174,0.6010311809477044,0.7735177865612648,0.6407147415443523,0.9081330260125123,0.8,0.7624909485879797,0.8183875530410184,0.762339514978602,0.8373030414071089,0.8702875399361022,0.6557971014492754,0.7098674521354934,0.6852392065344224,0.824694618686035,0.7523322299127294,0.8316942961506041,0.8096605744125326,0.7360594795539034,0.6456082017179274,0.5195020746887967,0.6412506856829402,0.7234133845371509
